sig_id,cp_type,cp_time,cp_dose,g-0,g-1,g-2,g-3,g-4,g-5,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7
id_068573b37,ctl_vehicle,24,D1,0.35,0.321,0.9265,-1.602,0.4462,0.3225,0.3331,-0.0793,-0.0529,0.2861,-0.0911,-0.2814,-0.144,0.4397
id_068b49e92,trt_cp,72,D2,-0.1751,0.4462,-1.211,0.4977,-0.7393,0.2747,0.8861,0.5082,-0.1011,0.568,0.7325,0.0904,-0.7719,0.8295
id_068d2e8e2,trt_cp,72,D1,5.577,-1.516,0.7994,-1.786,5.385,-0.1876,-5.217,-9.455,-8.809,-5.13,-9.01,-9.749,-9.749,-7.58
id_068e73c22,trt_cp,72,D2,-1.422,-0.298,-0.6604,2.277,0.7196,0.9339,-0.9011,-2.903,-3.347,0.268,-1.504,-0.5134,-3.257,-2.282
id_068ecbfee,ctl_vehicle,24,D2,0.8268,0.8628,-0.7148,-0.2185,-0.6989,-0.9786,-0.5602,-0.6475,0.2439,0.2129,-0.4403,0.2043,0.3505,0.1301
id_06903484e,trt_cp,72,D1,-0.1517,-0.0689,-0.0669,-0.1811,0.4819,-0.3186,-1.118,0.4706,-0.2706,0.4244,0.2513,0.2854,0.6976,0.1765
id_0691129aa,trt_cp,72,D1,1.165,0.1657,-0.167,0.3558,1.428,-0.1821,-0.4521,-0.9986,0.7345,0.2702,-0.7096,-0.6418,-0.6503,0.3688
id_0692694d4,ctl_vehicle,48,D1,0.1798,0.6071,-0.5059,-0.6054,-0.8005,-0.8267,-0.2607,0.4665,0.8318,0.7237,0.2677,-0.3645,0.4173,1.18
id_0693d1c7a,trt_cp,48,D2,0.3169,0.1023,0.4951,-0.1363,0.3226,0.7287,0.4864,-0.3229,-0.3711,-0.0678,-0.9089,-0.2188,-0.4926,-1.269
id_0693fe83a,trt_cp,24,D1,0.3548,-0.7721,-0.4757,-0.1963,0.7948,0.0418,-0.5264,0.9229,0.7591,-0.1933,0.1673,-0.2359,-0.2709,-0.0582
id_069470d9c,trt_cp,24,D1,-0.0328,0.3581,-0.3332,0.1042,0.2542,0.2568,-0.0199,-1.336,0.2884,0.3548,-0.0821,-0.8091,0.8143,-0.1448
id_0699adc64,trt_cp,24,D2,0.1663,0.7688,-0.3663,-0.6675,-0.4954,-1.752,0.6907,-0.6533,-0.4681,0.6297,0.5085,-0.3451,0.8253,0.712
id_069b1fc41,trt_cp,72,D1,-1.045,0.2824,-0.2501,0.0775,-0.6462,0.6767,-0.4535,-0.374,-0.0526,-0.5899,-0.0196,0.2516,0.2771,-0.2213
id_069e56abb,trt_cp,48,D1,0.3757,0.6294,0.2848,-0.2584,0.0327,-0.5436,0.0572,0.6674,0.2752,-0.598,-1.153,-0.2532,-1.216,-0.1227
id_06a0e7b16,trt_cp,72,D2,1.064,0.6083,-1.814,-0.5453,-1.107,-0.3691,-0.537,-0.9015,-0.2241,0.2509,-0.4171,-0.3351,-0.2136,-0.5195
id_06a4a1ba5,trt_cp,72,D1,-0.1187,0.7366,-0.6952,-0.2424,-0.3164,-0.5827,-0.5395,-0.5867,0.5469,0.3746,-0.5281,-0.6906,-0.6905,-1.432
id_06a825b1e,trt_cp,48,D2,0.0265,0.172,-0.786,-0.5714,-0.1445,-1.123,0.6955,0.0959,0.6432,-0.3682,0.0412,-0.3412,-0.6913,-0.4458
id_06acc804d,ctl_vehicle,24,D1,-1.767,-1.664,-0.5546,0.5687,-0.9553,-0.0757,0.2847,1.149,1.228,-0.7732,0.5007,1.906,0.5164,0.8018
id_06b298229,trt_cp,48,D1,0.399,0.4523,0.7761,-0.2671,1.548,-0.7931,0.5483,0.507,-1.139,-0.2688,0.6118,0.6189,0.7003,-0.1187
id_06b45cc83,trt_cp,24,D1,1.109,-2.196,-0.4026,-0.6229,-0.1033,0.2806,0.6752,-0.0039,-0.4523,-0.3126,-1.015,0.3741,0.2285,-0.2085
id_06b620d6c,trt_cp,48,D2,0.3369,0.8044,-0.187,-0.818,0.8494,0.0221,-0.424,0.1096,0.5971,-0.0651,-0.7389,-0.5409,-0.9044,-0.2606
id_06b8d575d,trt_cp,72,D2,0.6326,-0.472,0.0413,-0.4357,-0.6301,0.5581,-0.2564,0.7879,0.3184,0.0709,-0.3261,-0.7112,0.1017,-0.167
id_06bae2ece,trt_cp,24,D1,0.1521,-0.0655,0.2523,0.2819,1.088,0.1612,0.1217,-0.061,0.1624,-0.9704,-0.5824,-1.054,0.242,0.319
id_06bc2082e,trt_cp,48,D1,-0.331,-0.1883,-0.0872,1.109,-0.0097,-0.6392,0.6898,0.767,-0.4831,0.2707,0.548,1.141,0.0098,-0.1455
id_06c10d4b9,trt_cp,24,D2,0.1285,0.1785,0.277,-0.1423,-0.472,0.7833,0.5347,-0.9191,-1.493,-1.155,-1.454,-1.208,-0.4644,-0.5822
id_06c151919,trt_cp,24,D2,1.288,-1.112,8.257,4.508,-0.3912,-1.432,-3.235,-5.936,-8.375,-3.389,-7.139,-5.096,-9.753,-3.976
id_06c1d93d7,trt_cp,48,D2,0.6149,0.2623,-0.1992,-0.2225,0.6066,0.9191,-0.4361,-1.033,0.4978,-1.335,-0.3695,-0.9018,-0.1246,-0.5639
id_06c529956,trt_cp,72,D2,1.105,0.8392,1.302,-0.014,0.2336,2.926,-3.73,-1.221,-1.423,-1.706,-2.453,-1.38,-4.383,-1.66
id_06c5f2714,trt_cp,72,D2,-0.6162,-1.356,3.572,-3.289,1.053,0.6123,-3.199,-3.293,-4.508,-4.639,-7.559,-7.303,-4.896,-4.748
id_06c697773,trt_cp,48,D1,3.937,0.5938,-0.6036,0.2451,-0.9952,-0.638,0.9842,-0.4449,-0.2733,-0.3558,-1.099,-0.942,-0.7054,0.388
id_06c867db3,trt_cp,48,D1,1.201,0.6158,0.2447,0.3582,0.1253,0.8894,-0.0357,0.9059,0.6691,-0.2666,-0.1346,0.7647,-0.2559,0.9277
id_06cdf6042,trt_cp,24,D2,-1.06,-0.9155,-0.0944,0.088,-1.967,-1.029,-0.1816,-0.0459,0.0232,-0.2526,0.428,0.2181,-0.0337,1.154
id_06cfcd793,trt_cp,24,D1,-0.5399,0.6886,2.733,0.3456,-0.4734,1.861,-0.4724,0.1805,-0.0381,0.1347,0.5707,0.9579,0.9034,0.4433
id_06d23164f,trt_cp,48,D2,-0.4712,0.6445,-0.9413,-0.515,0.3197,-0.1848,-0.0108,0.9115,-0.1461,-0.3963,-0.9089,0.2683,0.2204,-0.3692
id_06d32f557,ctl_vehicle,24,D1,-1.121,0.4041,1.014,0.1135,0.7228,0.1146,-0.2714,-0.2361,0.1296,-0.3744,0.515,1.259,0.5769,-0.4364
id_06d514a5f,trt_cp,48,D2,-0.6407,-0.2316,-0.598,0.1174,-0.7572,-0.267,-0.6508,0.6757,0.5717,-0.205,-0.489,-0.991,0.8872,1.074
id_06d5bda32,trt_cp,24,D1,-0.4189,-1.655,0.2379,0.4401,-1.073,0.8164,0.8589,-0.1532,0.0548,0.5179,1.726,-0.1429,0.3061,0.6677
id_06d5f8a2b,ctl_vehicle,48,D2,-1.162,0.3845,-1.809,3.055,1.63,-4.883,-0.6393,-0.1359,-0.3124,-1.295,0.4215,-1.597,-0.0744,-0.1976
id_06de1ba70,trt_cp,48,D2,-0.7045,-0.2534,-0.8165,-0.0202,-0.2944,0.1291,0.7249,0.7102,0.6387,0.9469,0.6817,-1.089,1.225,1.231
id_06e63ab8b,trt_cp,72,D2,0.4946,-0.1876,-0.674,-0.0872,-0.3759,-0.1256,1.276,0.762,0.4089,0.3404,0.8182,0.2878,0.3628,0.8156
id_06e966d58,trt_cp,24,D1,0.1627,-1.031,-0.5541,0.1811,2.339,1.754,-0.0807,-0.7701,-0.2405,-0.0461,-0.1599,-0.0861,0.5418,-0.3604
id_06ec6d4c8,trt_cp,24,D2,-0.7867,-2.074,-0.3577,-1.319,-0.3216,1.646,0.2263,-1.391,-0.5185,-1.144,0.0432,-0.3032,-0.3951,-0.2754
id_06f86780b,trt_cp,48,D2,-0.3519,0.2153,0.8232,-0.661,-0.0964,0.4987,0.1319,-1.043,0.1031,0.2624,0.2548,0.973,-0.1808,0.3737
id_06f87b97e,trt_cp,48,D2,0.2784,-0.4357,-0.7207,0.646,-0.3354,-0.2007,-1.3,-0.804,-0.9975,0.3229,-1.352,-0.3915,-1.39,-0.2471
id_06fe6d5c0,trt_cp,72,D2,1.099,0.9257,-1.717,4.658,-2.055,-1.159,0.5102,-0.08,-0.3712,-0.704,-0.1242,-1.025,-1.528,0.1254
id_0700f77b9,trt_cp,48,D2,6.381,1.848,0.9513,0.768,3.878,-2.883,-9.401,-8.58,-9.863,-6.273,-9.733,-8.817,-9.863,-5.809
id_0705f2102,trt_cp,24,D2,0.1282,0.4169,0.5419,-0.4779,-0.1614,-0.6639,0.9259,-0.3939,-0.2472,-0.2119,-0.1583,0.6704,0.4559,-0.1318
id_07060fa4f,trt_cp,24,D2,3.021,0.3507,5.136,6.104,-0.6675,-0.2938,-3.94,-8.486,-7.985,-5.009,-7.885,-4.339,-9.58,-5.623
id_0708b120e,trt_cp,72,D1,0.0244,0.2647,-0.8911,0.2017,0.5462,0.6862,0.1124,0.4866,0.3742,0.3496,0.1965,0.0479,0.3975,-0.388
id_070e27c05,trt_cp,48,D2,0.7668,-0.3286,-3.132,-0.355,0.8945,-0.2996,0.8263,0.4708,-0.2243,-1.829,0.6367,-0.8435,-0.5765,-0.2659
id_070e69925,trt_cp,72,D2,-0.6475,0.1691,0.7405,0.5613,0.1405,-3.145,-0.3531,-1.644,-0.3802,-0.0671,-0.5755,0.6893,-0.8009,-0.7371
id_070ea08b8,trt_cp,72,D2,0.4758,0.2441,-0.7874,-0.7748,-0.0925,-0.2201,0.5604,-0.0822,0.4266,-0.3241,-0.1283,0.7156,0.2886,-0.1022
id_0711bc6dd,trt_cp,48,D1,1.109,-2.054,2.6,0.1912,-0.7911,-3.116,1.025,-0.5427,1.462,-0.436,1.049,0.6536,1.133,0.7993
id_071258523,trt_cp,24,D1,-0.5623,0.7673,-0.4817,-0.3791,0.6292,0.1416,-0.343,-0.3689,0.7288,-0.3386,0.0266,0.6058,-1.025,0.1237
id_07157f4f7,ctl_vehicle,72,D1,-1.098,-1.641,1.186,0.0903,-1.771,0.3221,0.2944,0.1273,0.0083,0.0916,0.1379,-0.0947,0.6131,0.404
id_0716fb9f0,trt_cp,24,D1,-0.6108,-1.084,0.0398,0.3683,-0.4172,0.9594,0.4972,-0.5926,0.2132,-0.7373,-0.002,-0.0463,-1.705,-0.2764
id_071cf3fce,trt_cp,24,D2,-1.282,-1.124,0.8886,0.6266,-0.6533,1.01,-0.2566,0.6754,-0.4052,-0.252,0.0241,0.3861,0.0249,1.523
id_0723503c2,ctl_vehicle,48,D2,-1.236,0.7117,-2.409,-0.4998,-0.3051,0.8584,1.692,1.561,0.4623,0.5147,0.3334,0.8853,1.099,0.0027
id_0729e9a15,trt_cp,24,D2,-0.6654,0.8294,0.2703,-0.803,0.6323,0.2592,-0.0004,-0.0588,0.9355,-0.8842,-1.171,0.5071,1.701,0.3706
id_072ad147c,ctl_vehicle,24,D2,-0.0828,-1.474,0.6077,0.0171,-2.506,-0.7511,0.3622,0.9084,0.8516,0.481,0.2117,0.8592,-0.6159,0.1953
id_072f6f8f8,trt_cp,24,D2,-0.8052,-1.32,-0.116,0.7378,-2.025,0.6111,1.477,0.4553,0.61,-1.838,0.6053,0.8028,0.4606,0.5442
id_073128f9c,trt_cp,72,D1,-0.2059,-0.785,-0.237,1.219,-1.371,0.1135,-1.435,-0.6521,-0.8944,-0.2439,-0.8124,0.1261,-0.1571,0.0304
id_073475337,trt_cp,48,D1,1.743,-0.3443,0.5572,1.075,-0.4513,0.2884,-0.6397,-1.352,-2.679,0.6518,-2.14,-1.394,-1.83,0.1319
id_07352f790,trt_cp,72,D2,0.8117,0.3848,-0.3965,-1.3,0.3027,-0.0093,0.1163,-0.4355,-0.5006,-0.1649,-0.5439,-1.66,-0.0731,-0.7461
id_073a5741a,trt_cp,48,D1,4.849,0.8842,1.963,0.8876,2.353,-2.667,-9.98,-9.98,-9.98,-7.47,-9.98,-9.806,-9.98,-5.898
id_073c44be2,trt_cp,24,D1,0.8656,-0.5041,2.323,0.567,-0.3103,0.5811,-0.853,-1.953,-0.8566,-1.365,-0.1977,-0.8828,-0.3717,-0.2675
id_073fe3298,trt_cp,48,D1,1.219,0.5721,1.178,-0.2894,0.1899,0.2585,-1.286,-1.41,-3.515,-1.024,-1.174,-5.06,-0.6033,-5.889
id_07422aba7,trt_cp,24,D1,-0.0394,-1.181,0.0786,-0.4485,-1.374,-0.3122,-0.2273,0.7629,-0.5808,0.6536,0.9198,0.021,-0.0471,-1.195
id_0744dac2a,trt_cp,24,D1,1.173,-1.545,0.2645,0.3893,0.1427,-0.2267,-0.1518,-0.1416,0.1625,-0.1097,0.9267,0.7167,0.5434,0.4652
id_074a6bf37,trt_cp,72,D1,0.8563,-0.2942,0.3047,-0.2449,1.829,-2.544,-0.251,-0.8185,0.1048,0.6882,0.2994,0.7571,0.4451,-0.7335
id_074f5a92f,trt_cp,48,D1,1.25,-0.0162,1.199,0.3544,1.52,1.364,0.4121,0.1717,0.3301,0.176,0.0615,-0.0493,-0.1683,0.9111
id_0751987f5,trt_cp,24,D2,-0.4707,-0.6687,-0.0697,-0.7672,-0.2566,1.571,-0.9703,-0.3391,-0.7027,-2.033,-1.308,-0.0015,0.0839,0.1933
id_0751b1418,trt_cp,72,D2,-0.3823,-0.4026,0.5378,-0.3135,-0.5326,0.093,0.1825,-0.6297,-0.1716,-0.2207,0.2925,0.3393,0.8561,1.028
id_075252e18,trt_cp,24,D1,0.9078,-0.1123,-0.2395,0.0958,0.4327,0.4658,-0.5463,0.9838,-0.6299,-0.4616,-0.552,0.1855,-0.6556,-1.32
id_0755f688c,trt_cp,24,D1,0.214,-0.064,-0.1579,-0.7217,1.825,1.395,1.302,-0.0236,0.6386,0.9219,0.4743,-0.5992,-0.8899,0.367
id_075a6a517,trt_cp,48,D2,-0.5998,0.0202,-1.698,1.072,2.301,-0.0935,-0.4952,-0.0913,-1.731,0.4339,0.1839,0.7212,-0.7207,-0.8792
id_075cdb4e0,trt_cp,48,D2,-0.3732,0.4795,0.9338,-0.9961,0.4717,0.4829,0.462,-0.7516,-0.6371,-0.2186,0.1845,-0.5256,-2.379,0.125
id_075d82473,trt_cp,24,D1,-0.1441,0.8901,-0.0286,-0.8795,0.6468,0.0196,0.3616,-0.257,0.092,-0.4391,-0.4378,0.3384,-1.291,-1.664
id_0766ae82e,trt_cp,72,D2,1.176,-0.0059,-0.282,0.3834,0.2739,1.444,0.6717,1.297,1.544,0.5766,0.443,0.7279,1.451,0.2925
id_0769c8cbb,trt_cp,48,D1,7.421,-0.5896,0.0269,1.73,2.634,-1.9,-9.822,-9.822,-9.822,-6.64,-9.822,-9.483,-9.822,-4.848
id_076b6a254,trt_cp,72,D2,0.2847,-0.231,0.0717,0.5511,-0.7313,0.9129,0.3545,-0.2245,0.1995,0.028,-0.1114,0.478,0.4842,0.7126
id_076d60cd5,trt_cp,72,D2,-5.513,0.8904,-0.1077,0.5127,-1.247,-0.1028,-0.0701,0.0875,-0.3886,0.7506,-0.002,-0.1601,-0.146,-0.5718
id_0773d8535,trt_cp,48,D2,-0.305,0.8216,-0.6684,-0.688,-0.1012,-1.829,0.4039,0.0078,0.097,1.112,-0.3998,0.7166,0.6035,-0.8014
id_07743ad4d,trt_cp,48,D2,1.014,1.023,1.364,5.429,0.4469,1.959,-2.175,-6.501,-3.145,-1.955,-4.208,-4.883,-5.368,-0.8721
id_077751a34,trt_cp,48,D1,-0.0892,0.6204,-0.4509,-0.1885,0.275,-0.0905,0.6934,0.2023,-0.0641,-0.2391,0.0466,-0.3249,1.138,-0.2208
id_077926440,trt_cp,48,D2,0.5892,0.9296,-3.148,-1.028,0.4356,-0.4058,-0.0105,-0.1621,0.2262,-0.3774,1.133,0.5881,0.2459,0.6047
id_077b92c37,trt_cp,48,D1,-0.2381,1.401,-2.938,0.6776,-1.086,-5.864,0.005,0.0881,0.2491,-0.2712,0.9991,1.017,0.8071,-0.2388
id_07804fe1e,trt_cp,48,D1,0.3323,0.2743,1.199,0.172,-0.22,0.0072,0.1557,-0.1375,0.8643,0.1063,-0.6667,0.64,0.9196,0.3691
id_078118770,trt_cp,24,D1,-0.0517,-1.164,0.3556,0.3992,0.7571,-0.37,0.2227,-0.5265,-0.1661,0.0798,0.482,-0.6757,-0.1565,-0.0842
id_078271c0d,trt_cp,48,D1,-0.6314,0.1739,1.528,-0.4117,-0.2753,0.9046,0.1428,0.2062,0.5563,0.9844,0.1039,-0.351,0.3807,0.7848
id_078392deb,trt_cp,48,D2,0.9001,0.9374,0.2243,-1.063,1.223,-3.118,-0.7852,0.2961,0.5374,-0.5233,0.0286,-0.1549,-0.0505,0.5571
id_078a2d965,trt_cp,72,D1,-0.0338,-0.4648,0.3304,0.4006,-0.035,-0.0396,0.3596,-0.3843,0.3979,-0.2549,0.7337,1.069,1,0.8248
id_078a8d19e,trt_cp,48,D2,0.4917,0.2116,-0.5844,-0.2319,1.219,-0.4384,0.7344,-0.8606,-0.5721,-0.0255,0.2096,-0.727,-0.8977,-0.6006
id_078f0b0a3,trt_cp,48,D1,-0.3521,0.0824,-0.9195,-0.1113,-0.7997,1.035,-0.3382,0.0904,0.2661,0.595,0.8053,0.4045,0.1756,1.697
id_07925a0a2,trt_cp,48,D2,-0.1519,-0.7166,0.0823,-0.13,0.2928,-0.5924,0.4436,-0.0712,0.3113,0.8748,-0.4558,0.2703,0.6924,-0.1329
id_0797bcf33,trt_cp,24,D1,0.0136,0.5398,-0.6392,-0.001,0.1242,0.2743,-0.3879,0.5882,0.0679,-0.0598,-0.3158,0.3579,0.8641,-0.46
id_079aaac43,trt_cp,48,D2,0.5222,1.208,-0.2391,-0.2618,0.1923,-2.234,0.4419,0.5878,-0.7796,-1.339,0.1444,-1.229,-0.3008,-0.3306
id_079b94eff,trt_cp,48,D2,0.0889,0.7796,-0.2847,0.7026,0.0852,-1.129,-0.129,-0.2462,-0.2958,0.9665,-0.4317,0.3199,0.2999,0.4314
id_079e18463,trt_cp,24,D1,0.1347,-0.4782,0.2213,0.0347,0.2195,0.3,-0.5808,-0.1897,-0.2298,-0.0056,-0.5884,-0.7234,-0.9627,-1.607
id_07a150333,trt_cp,24,D1,4.567,-0.1599,2.424,-0.2077,-0.0085,-0.8205,-0.2914,-0.7208,0.1997,-0.0764,-0.685,-0.8017,-3.69,-0.3346
id_07a34a85d,trt_cp,24,D2,0.5333,0.0783,0.9093,-0.0636,0.4433,0.651,0.4581,-0.4611,0.5042,1.191,0.3432,0.4788,-0.6653,0.1261
id_07a3f0b51,ctl_vehicle,72,D2,0.2222,0.1311,-1.997,-0.303,1.013,-1.787,-0.0914,0.1902,-1.073,0.0804,-0.5983,0.6721,-0.3971,-0.2927
id_07a4dae3a,trt_cp,72,D1,1.357,-0.3927,0.3198,-0.1086,1.437,0.2654,-0.2734,-0.9959,-0.3521,-0.1187,0.3018,0.6639,0.2945,0.2957
id_07a767b69,ctl_vehicle,72,D2,0.0798,-0.8958,0.3259,0.2059,-0.858,-0.1873,0.0613,0.5067,0.8469,0.0865,1.114,-0.9107,0.4488,0.0147
id_07a9c2eb6,ctl_vehicle,48,D2,-0.7581,0.6259,0.2236,-0.4478,0.166,-1.91,0.6243,-0.364,0.7929,0.5769,-0.0462,0.9146,0.984,0.3518
id_07aa71c12,trt_cp,24,D2,2.468,1.744,1.38,3.1,1.127,-1.333,-4.151,-8.29,-8.624,-4.448,-7.643,-5,-9.577,-3.949
id_07accbce3,trt_cp,24,D2,0.0338,-1.119,2.375,-0.6029,0.0725,0.2794,0.0332,0.0825,1.442,0.1431,-0.0107,0.0798,0.2506,-0.2689
id_07af3f84b,trt_cp,48,D1,-0.1345,-1.4,-0.5434,0.7032,-2.239,0.5225,0.1639,0.6183,0.163,-0.5575,0.5121,0.5698,-0.7077,0.1927
id_07b1f6bdb,trt_cp,48,D2,-0.4242,-1.391,-0.8602,0.8022,-0.6752,-0.7736,-0.4862,0.1372,1.009,0.9574,-0.3895,0.1341,0.1749,0.3234
id_07b7426b2,trt_cp,24,D1,-0.2856,-0.6573,1.889,-0.3083,-0.5899,0.5369,0.4034,0.7172,0.5742,0.0074,0.4947,0.4866,-0.4145,0.8876
id_07b926e41,trt_cp,72,D1,1.825,-1.377,0.235,-0.0766,-0.6479,0.2002,-4.516,-5.714,-7.058,-2.275,-4.308,-4.222,-5.101,-2.026
id_07b96530c,trt_cp,48,D1,0.5675,-0.8051,-0.4512,-0.8134,-0.0384,0.7057,0.1182,-1.477,-0.1552,0.3141,-1.451,-1.013,-0.068,-0.5988
id_07bda871a,trt_cp,48,D2,-0.6834,0.6992,-0.8612,-0.1644,-0.2709,-2.387,-0.1897,0.6304,1.076,0.1315,0.625,1.451,0.0268,0.8361
id_07bea2205,trt_cp,24,D1,-0.2032,-0.2397,-0.3455,-0.4128,1.216,0.6538,-0.3758,-2.783,0.0704,-1.852,-0.5486,-1.693,0.2769,0.4867
id_07c00d1f2,trt_cp,48,D1,0.5959,0.8508,0.0875,-0.1697,-0.7427,0.1183,-0.6848,-0.0742,-0.8977,0.3496,1.246,-0.8191,-0.2472,0.058
id_07c11cafa,trt_cp,48,D1,1.257,0.1584,0.226,-0.2722,0.6745,-1.15,0.215,-2.536,-1.824,-0.2263,-1.229,-1.206,-0.4214,-1.188
id_07c1666ac,trt_cp,24,D2,-0.3492,-0.3075,1.169,0.7715,0.411,0.3191,-0.4063,0.1546,0.8132,-0.1142,0.2672,0.9528,0.473,-0.4882
id_07c25e5d6,ctl_vehicle,72,D1,-1.185,-1.162,-0.9004,0.4177,-0.753,1.046,-0.9241,-0.2965,0.21,0.4688,-0.5181,0.2389,-0.4317,0.8779
id_07c89c72d,trt_cp,72,D2,0.3566,-0.676,0.5377,0.9443,-1.283,0.7271,-0.2996,-1.059,-0.5434,-0.6773,0.095,0.2629,0.2313,-0.3611
id_07d9022db,trt_cp,24,D1,0.0547,1.717,0.021,-0.3665,0.8287,-0.1969,0.5327,0.6779,0.8985,0.392,0.3453,0.4872,0.0709,-0.2601
id_07da0461f,trt_cp,24,D2,1.122,-1.088,0.3528,-1.228,1.293,1.873,-0.7141,-1.855,-2.23,-2.037,-1.337,-1.391,-3.607,-2.137
id_07dca0937,trt_cp,72,D1,0.1396,-0.2947,-0.4208,0.7351,0.4881,0.0761,-0.1754,0.3025,0.4985,-1.738,0.6959,1.441,-0.2484,0.2102
id_07de073c5,trt_cp,48,D1,-0.5931,0.0954,-0.0737,0.2239,0.0348,0.7103,0.1242,0.4875,-0.1776,-0.1167,-0.3862,0.0851,0.6068,-0.627
id_07e154ba8,trt_cp,72,D2,1.765,0.665,-0.1095,-1.001,2.394,1.469,-3.265,-3.277,-4.019,0.1433,-2.351,-2.478,-6.001,-0.9406
id_07e288fbd,trt_cp,48,D2,-0.0873,-0.3316,-1.584,0.2466,-0.1912,0.0963,-0.3575,-0.049,-0.1369,0.8939,0.1933,-0.3394,-0.1862,-0.6868
id_07e2e03f1,trt_cp,72,D2,0.9262,0.6855,1.002,-1.68,0.1123,-1.726,-1.886,-1.275,-0.7033,0.0567,-1.179,-0.7182,-1.03,-1.319
id_07e3bf901,trt_cp,48,D1,-0.3711,0.244,-0.5164,0.198,0.2054,0.0145,0.3914,-0.403,-0.4817,0.2146,0.4214,0.5918,0.0409,0.3598
id_07e58c049,trt_cp,24,D2,-1.319,-1.534,-0.2755,0.7101,-1.429,0.0475,0.2767,0.5814,0.9986,1.063,0.943,-0.266,0.7358,1.531
id_07e69f968,trt_cp,24,D1,2.145,-0.3944,-0.2646,-0.8927,1.545,0.0675,-2.797,-0.6313,-0.2113,-1.073,-0.5188,-1.838,-1.603,-0.7364
id_07e7afe80,trt_cp,24,D2,-0.5124,0.371,0.541,-0.635,-0.2408,-1.055,-0.5838,0.2334,0.5008,0.2803,-0.1236,-0.4988,0.7114,0.7658
id_07e83bc76,ctl_vehicle,48,D2,0.635,0.2054,-1.83,-0.3093,-0.8162,-2.01,0.8034,0.0387,-0.4324,-0.2875,-0.8351,0.4469,-0.3634,-0.0774
id_07ea19e48,trt_cp,48,D1,-0.1635,0.2324,-0.834,-1.203,0.3035,0.7863,0.0659,-2.051,-1.653,-1.649,-0.77,-1.09,-0.1362,-0.3236
id_07ec3439a,trt_cp,48,D2,-0.5792,0.3363,1.356,0.1011,-0.8979,-0.0592,0.8058,0.3746,0.7179,0.1785,0.9038,0.1176,0.3018,0.0222
id_07ecb3e85,trt_cp,24,D1,0.3388,-0.9912,0.2248,0.3389,1.969,-0.4671,-1.37,-0.6853,-0.9005,-0.4908,0.1054,-0.3856,-0.7864,0.1329
id_07ed3e7d0,trt_cp,48,D1,-1.132,0.3945,-0.3195,0.2436,0.0033,0.2661,0.6961,0.2333,0.3917,-0.1433,-0.0155,0.415,0.9839,0.8086
id_07ed6ce4d,trt_cp,48,D1,-0.7872,-0.3814,-0.6166,0.4552,-1.289,0.2691,-0.9477,-2.127,-0.6566,-0.1203,-2.083,-0.1715,-1.862,-0.5069
id_07f2731b8,trt_cp,72,D1,-1.318,-0.6957,1.06,-0.2971,-0.5447,-0.4042,0.2962,0.6525,-0.2388,0.1752,0.0683,0.7468,0.98,0.2443
id_07f48c9c1,trt_cp,24,D1,0.177,0.8146,0.6666,0.261,-0.1343,-0.0026,-0.3595,-0.0437,-0.2065,0.2731,-0.0338,0.566,-0.1226,0.1487
id_07f7bedce,trt_cp,72,D1,0.6796,0.7084,-0.9005,0.403,0.6165,0.3103,0.0545,-1.259,0.2774,0.7979,1.4,0.8828,0.7497,0.3139
id_07f96f130,trt_cp,48,D1,0.5613,-0.2784,-0.6791,-0.6331,-0.7452,-0.1634,0.3005,-0.0929,-0.2157,0.74,0.0713,0.5343,0.1168,0.0266
id_07fd62b7b,trt_cp,72,D1,-0.4444,-0.4363,-0.5777,-0.1599,0.8863,-0.5404,0.5165,-0.6568,-0.5002,0.1156,0.0619,0.4845,0.1904,-0.5399
id_07fdbf51e,trt_cp,72,D2,-0.4483,-0.0412,-0.4393,-0.5638,-0.1245,0.1676,-0.0448,0.5979,-0.4013,1.041,-0.4458,0.124,0.3176,0.3895
id_07fe5c8ac,trt_cp,48,D1,-1.594,-2.309,0.6188,0.7881,-0.2817,0.5307,0.4567,0.6967,0.6398,0.7375,1.371,-0.0857,0.5728,0.3516
id_07fea82ef,ctl_vehicle,72,D2,0.1774,1.005,0.279,0.7824,0.3736,0.2702,0.4735,-0.072,0.7466,-0.0422,-1.908,0.3158,-0.7242,-0.398
id_08040a5f1,trt_cp,24,D1,1.737,-1.895,0.9504,-0.7116,0.3095,-0.453,-0.8957,-2.891,-5.692,-4.134,-5.936,-3.651,-9.224,-4.375
id_08040e109,trt_cp,72,D2,-2.262,-1.176,-0.1101,0.0496,-0.0215,-0.7093,-3.814,-6.287,-6.969,-2.968,-8.195,-5.256,-5.249,-0.1791
id_08068cc60,trt_cp,24,D2,0.1437,0.3614,-0.4912,0.3282,0.4723,-1.041,0.6748,-0.1437,-0.0377,0.0347,0.0914,-0.8284,1.024,0.7775
id_0807526e6,trt_cp,24,D2,-0.0958,-0.4631,-1.35,-0.608,-0.1427,-0.5135,-0.5973,0.6815,1.475,-0.2926,-0.074,-0.7389,-0.0115,-0.1638
id_08079b8fe,trt_cp,48,D2,-0.2959,-0.9808,0.5507,0.4759,4.91,0.2507,0.2953,0.3657,0.678,-0.2328,0.4771,-0.3445,0.0586,0.387
